E_Equipment Serial Number;E_OEM Nameplate SN
808439;260339-1
810201;810201
822034;7252940
840134;335116
840124;840124
840118;7272900
840120;7272902
840121;192563
840126;192569
320324;7219194
840127;191811
840129;840129
840125;840125
840132;192154
840128;7269223
840130;840130
840119;7272901
840123;192566
840115;840115
840117;840117
840116;7269312
840114;192177
840113;672114
890150;890150
840101;840101
840105;679348
840034;7269089
840107;679649
840030;7269085
840102;840102
850287;850287
299526;299526
299527;299527
840100;557300
821073;7238337
840096;MEIXNER3
840094;7273574
840085;7273017
840083;7269473
295795;295795
890244;890244
296770;296770
296185;296185
890035;890035
890006;890006
890000;890000
890238;890238
890298;890298
890236;890236
890297;890297
890012;890012
810381;810381
296888;296888
890254;890254
890269;890269
297037;297037
890228;890228
890266;890266
890013;890013
890159;890159
10877;T926
890048;890048
890293;890293
890052;890052
890163;890163
890111;T9E263
890082;890082
809931;809931
890247;890247
295230;295230
890032;890032
810388;810388
890248;890248
295231;295231
890062;890062
295794;295794
810407;810407
890263;890263
296998;296998
890072;890072
295232;295232
890121;T9E264
EGG0179;140250
810755;GT053
890262;890262
299560;299560
299559;299559
299557;299557
299558;299558
840081;481745
899017;899017
840392;481709
808442;481663
840074;672146
840078;840078
840077;840077
840073;641336
810203;810203
EGG0256;T9E109
T623;T623
810399;141160
850125;850125
850123;850123
850119;850119
810745;GT098
890169;890169
296468;296468
890164;890164
EGG0041;T795
T692;T692
EGG0046;T794
890928;890928
810273;810273
898774;898774
T690;T690
900575;900575
819757;819757
EGG0156;T979
898789;898789
890929;890929
900574;900574
296972;296972
296973;296973
809945;809945
898775;898775
298433;298433
840048;616001
890366;890366
890363;890363
890362;890362
890365;890365
299425;299425
890229;890229
299426;299426
840016;7267917
840045;7267578
840046;7266524
840047;7266525
840006;7260712
840002;7262877
840007;7252236
840341;679173
840000;7269222
840008;7252233
840001;7256669
822996;7267987
822998;679331
822941;560221
822942;560222
822940;560220
822943;822943
822997;679330
822944;560219
860019;860019
850283;850283
850284;850284
299555;299555
299546;299546
299544;299544
299545;299545
891010;891010
299554;299554
875154;875154
299556;299556
899016;899016
850282;850282
891007;891007
299550;299550
875124;875124
875160;6FA
810469;G06463
900117;GT232
900113;GT234
900116;GT233
900112;GT236
812003;G06464
822977;191802
822990;7267918
822993;191314
822992;7269610
822984;676220
822980;336107
899029;899029
822975;7267024
822974;7266531
899021;899021
899019;899019
822976;927265-010
299547;299547
299548;299548
299549;299549
900107;GT247
890037;890037
890076;890076
296883;296883
296882;296882
297008;297008
850037;850037
282594;282594
875033;875033
298523;298523
298522;298522
898794;898794
898792;898792
900582;900582
900581;900581
819316;FM77196
296826;296826
296827;296827
296824;296824
811674;200201
875099;875099
875098;875098
900000;I523-201502
890208;890208
890201;890201
900579;900579
900578;900578
298776;298776
G02705;G02705
G00322;G00322
G26102;G26102
822971;7262202
822970;7262522
822961;881121
822957;7270563
822951;7267025
822953;7267577
822959;7267574
822956;822956
822954;7267575
822962;881122
822947;7267021
822952;7267576
822955;822955
822948;7267022
822958;7267916
822949;7267023
822967;7268253
822968;7262875
299551;299551
147809;147809
801742;17A4244-1
801740;17A4242-1
900106;900106
900105;900105UK
299541;299541
900104;GT238
299523;299523
G09262;G09262
G09255;G09255
G09261;G09261
G09257;G09257
G09260;G09260
G09258;G09258
G09256;G09256
G09259;G09259
299522;299522
850275;850275
850277;850277
900094;900094
900095;900095
875155;875155
980024;B003404
299552;299552
299553;299553
980023;B000562
980020;B005730
822924;7263291
850203;850203
822896;7265420
822898;
822894;7265419
822922;7268301
898798;898798
898796;898796
822913;
822911;7266527
822912;192557
900100;GT208
900101;GT216
890109;890109
822904;7267964
822906;7267962
822908;7267961
898804;898804
898805;898805
900098;I519-201601
890369;890369
890368;890368
822901;7266526
900099;I519-201602
822900;7266025
890367;890367
299238;299238
214456;214456
226265;226265
282079;282079
282097;282097
225993;225993
809385;809385
244472;244472
282090;282090
225994;225994
822887;192558
822885;191787
822888;676209
822884;822884
822892;7262195
822882;822882
822889;822889
822890;7262203
900565;900565
900570;900570
900571;900571
900080;GT226
900088;GT222
822880;822880
900086;GT213
900087;GT220
822881;822881
900085;GT227
282524;282524
801744;801744UK
248935;248935
296047;296047
875064;875064
297414;297414
282588;282588
282547;282547
282587;282587
282546;282546
298833;298833
875972;875972
822878;7258762
822876;7258221
822865;822865
875974;875974
822870;822870
822867;481690
875970;875970
822869;822869
822872;7254743
875971;875971
822868;822868
875973;875973
822874;7254744
809016;809016
298979;298979
298977;298977
900226;900226
298980;298980
298981;298981
298978;298978
282108;282108
EGG0178;140190
298976;298976
900228;T935
282648;282648
282107;282107
T937;T937
282538;282538
875141;875141
875108;875108
875145;875145
179192;179192
295572;295572
298614;298614
298613;298613
900079;GT244
900078;GT243
900074;GT242
822862;192555
76393;76393
127782;127782
822860;822860
822855;822855
822854;822854
850276;850276
299525;299525
299524;299524
875153;875153
822850;822850
822848;822848
822846;7262199
875117;875117
822842;192245
822844;822844
822833;7255456
822837;7260369
822835;7260370
822831;7260711
G02684;G02684
822822;481992
G02681;G02681
822820;7266024
299494;299494
822823;7265933
822826;7266023
822829;7261988
822827;7262196
299497;299497
299498;299498
299495;299495
299499;299499
299496;299496
819114;819114UK
819112;819112UK
282381;282381
282380;282380
282384;282384
282383;282383
282382;282382
HIT440;GT440
HIT439;GT439
HIT438;GT438
295391;GT353
295390;GT352
295314;GT351
295313;GT350
295312;GT349
860018;860018
299517;299517
299518;299518
822813;678184
822818;7257570
822812;7265424
821595;7244859
822803;191798
117788;117788
819584;T128
EGG0025;T255
245120;571610
214393;214393
822800;7265421
281858;281858
299230;299230
299229;299229
goldfinch9;goldfinch9
822795;191797
goldfinch10;goldfinch10
822796;822796
147855;147855
822791;191348
822790;822790
822792;7265418
299516;299516
822789;191464
822788;7263273
822786;7263875
821256;821256
808429;260203-2
899013;899013
875138;875138
875139;875139
875146;875146
875147;875147
980014;G00287
980013;G00277
899014;899014
296930;260277
296929;260322
296931;260273
296928;260272
822781;7265422
822779;822779
822773;7263874
299263;299263
282508;282508
822776;7264657
822774;7262879
298916;298916
821121;7235381
812416;82061
821124;7234314
821326;7238753
821120;7235380
820446;820446
299243;299243
820424;7220394
875081;875081
809252;260377
299244;299244
295736;295736
812417;82062
820423;7220393
821159;7232275
299200;299200
821250;821250
821192;7232278
821164;7220390
248859;248859
245256;GT261
248856;248856
812369;812369
840340;820436
808685;260342-1
821324;7238752
812367;812367
244423;244423
299240;299240
810516;307697
EGG0151;T264
875091;875091
299242;299242
298580;298580
891004;891004
802837;802837UK
875093;875093
890331;890331
299241;299241
298581;298581
297158;297158
299247;299247
297771;297771
891006;891006
891002;891002
299488;299488
875148;875148
822764;7262200
822769;7263295
299487;299487
822772;557224
875150;875150
822770;7263293
875149;875149
900201;T668
810865;260087-1
809946;809946
810029;309741
850153;850153
810043;310169
810036;310108
810055;310127
802098;17A1886-1
802728;802728UK
298168;298168
296414;296414
807540;807540UK
808055;808055UK
810504;G06485
808063;808063UK
810047;310192
297281;297281
820615;7225260
800327;800327UK
806406;806406UK
820616;7225261
808056;808056UK
809392;260376
802749;802749UK
810038;310111
803884;803884UK
820906;474139
804613;804613UK
820269;7219480
804765;804765UK
811622;811622UK
900199;T664
298757;298757
891003;891003
891001;891001
810054;310114
810171;309900
822056;7253049
10138;T158
EGG0282;T773
809394;260431-1
820313;7219484
808679;260109-1
810813;308837
821340;7220392
891005;891005
820295;7220372
296140;260222-2
812064;51635
807224;807224UK
810034;309743
808420;7-2-522-01
806461;806461UK
812688;199532
179452;179452
808226;808226UK
802754;802754UK
821830;7246328
806407;806407UK
802257;802257UK
802032;802032
821088;7235295
803970;803970UK
802727;802727UK
806840;806840UK
803879;803879UK
810196;260533
808759;260445
806408;806408UK
298087;298087
226389;226389
147772;147772
T6208;T6208
T086;GT086
295362;295362
802310;802310UK
900138;T247
850111;850111
298778;298778
95076;95076
296604;296604
900064;GT180
802291;802291UK
295361;295361
214259;214259
900176;T622
298368;298368
296606;296606
245229;245229
T063;GT063
802208;802208UK
800260;800260UK
179250;GT8
296999;296999
179391;179391
225910;225910
296793;296793
802627;802627UK
BLG0005;GT099
295247;295247
214083;214083
812865;751080
802594;802594UK
806864;806864UK
298617;298617
245232;245232
812874;481729
295424;295424
890288;890288
245126;245126
282314;282314
THM0023;XTHM0023
801432;801432UK
179388;179388
804454;804454UK
800738;800738UK
295168;295168
226142;GT111
299264;299264
298414;298414
875109;875109
179386;179386
EGG0164;T262
295766;295766
296791;296791
802329;802329UK
295383;295383
214482;214482
298859;298859
802070;802070UK
800480;800480UK
820886;7227795
298205;298205
214175;GT31
812833;812833
802209;802209UK
822417;7254817
805049;805049UK
298195;298195
296952;296952
245172;245172
802080;17A1587-1
800573;800573UK
890188;890188
890129;T9E323
800740;800740UK
800907;800907UK
800694;800694UK
800739;800739UK
820178;820178
214403;214403
298857;298857
127742;127742
800696;800696UK
T645;T645
214263;214263
296607;296607
809957;809957
214322;214322
800699;800699UK
299448;299448
282111;282111
802394;802394UK
803226;803226UK
298193;298193
803315;803315UK
806603;806603UK
812654;481519
244432;244432
805865;805865UK
803224;803224UK
806411;806411UK
821309;7231385
805697;805697UK
10140;T171
803209;803209UK
820054;820054
805873;805873UK
801353;801353UK
804225;804225UK
810749;GT132
804285;804285UK
801314;801314UK
890210;890210
890187;890187
179193;179193
282127;282127
812145;G06605
803726;803726UK
802829;802829UK
803440;803440UK
804603;804603UK
803592;803592UK
179387;179387
810724;810724
EGG0246;140710
800697;800697UK
875118;875118
179181;179181
244500;GT120
179111;179111
214395;214395
803707;803707UK
298198;298198
802086;802086UK
810725;810725
809243;809243
804854;37A7714-1
802154;802154UK
805500;805500UK
807028;807028UK
809242;809242
572340;572340
803193;803193UK
127680;127680
802387;802387UK
T110;GT110
802828;802828UK
127777;127777
214113;214113
807117;807117UK
127740;127740
95090;95090
802816;802816UK
226096;226096
822421;7254816
804856;804856UK
805870;805870UK
800693;800693UK
214261;214261
802121;802121UK
217743;217743
900139;T252
803453;803453UK
811494;811494UK
800507;800507UK
800329;800329UK
821771;821771
802735;802735UK
801710;801710UK
804484;804484
890205;890205
802397;802397UK
807052;807052UK
T083;GT083
298621;298621
147810;147810
820060;7217700
281789;281789
810431;309885
299285;299285
810663;810663
820059;7217699
179218;179218
804107;804107UK
179425;179425
245189;245189
801452;801452UK
806593;806593UK
890130;T9E324
819574;GT161
803876;803876UK
T080;GT080
802827;802827UK
147752;147752
802152;802152UK
802048;802048UK
147769;147769
295649;295649
214415;T56
297874;297874
179189;179189
900229;T934
808772;808772
802035;802035UK
802085;17A1888-1
811475;T159
298777;298777
807277;807277UK
179531;179531
850063;850063
297734;297734
807529;807529UK
890124;T9E322
282483;282483
812534;153505
214007;214007
803351;803351UK
147797;147797
810445;312409
808004;808004UK
298697;298697
803401;803401UK
214088;214088
295317;295317
808046;808046UK
296469;296469
EGG0185;T786
802159;802159UK
244501;GT144
296910;296910
226243;226243
127771;127771
803392;803392UK
214102;214102
295521;295521
179384;179384
802566;802566UK
298655;298655
802141;802141UK
298608;298608
801451;801451UK
298619;298619
297290;297290
295254;295254
808018;808018UK
245112;245112
890123;T9E321
812325;474125
805968;805968UK
179523;179523
808595;808595
179404;179404
127724;127724
127678;127678
295639;295639
802144;802144UK
179375;179375
10853;10853
890316;890316
9191;T191
214250;214250
820372;7221457
179272;179272
890317;890317
810379;810379
802976;802976UK
802122;802122UK
850138;850138
820208;7218922
298606;298606
299236;299236
800330;800330UK
214413;T54
244431;244431
802406;802406UK
806073;806073UK
822419;7254815
890277;890277
179580;GT20
875029;875029
890268;890268
804741;804741UK
800909;800909UK
810443;309722
140330;140330
179522;179522
802457;802457UK
890912;890912
244462;244462
298831;298831
809241;809241
850066;850066
802405;802405UK
890215;890215
299002;299002
801059;66S6913-1
802088;802088UK
214295;214295
214018;214018
295255;295255
810669;311947
214321;214321
298704;298704
802292;802292UK
890195;890195
800908;800908UK
803223;803223UK
808440;260367-1
298602;298602
807618;807618UK
802723;802723UK
807691;807691UK
850136;850136
802346;802346UK
802162;802162UK
812110;53417
297210;297210
214301;G06890
282561;282561
298197;298197
802296;802296UK
803232;803232UK
179247;179247
821255;821255
214206;214206
244490;244490
245176;245176
127794;127794
802388;802388UK
214258;214258
214435;214435
147719;147719
809149;809149
298603;298603
802389;802389UK
803445;803445UK
803190;803190UK
890182;890182
10139;T170
804011;804011UK
179385;179385
820765;820765
804315;804315UK
127765;127765
808428;260203-1
179541;179541
214110;214110
812832;812832
809244;809244
298600;298600
850074;850074
802331;802331UK
802448;802448UK
179520;179520
875025;875025
298702;298702
812484;195562
179188;179188
296605;296605
296908;296908
179521;179521
804583;804583UK
820340;7232270
THM0016;THM0016
179436;179436
76396;76396
898781;898781
T167;T167
802053;802053UK
803330;803330UK
802563;802563UK
179200;179200
282522;282522
801315;801315UK
298494;298494
226347;226347
214277;214277
811464;811464UK
812109;812109
803793;803793
298196;298196
821754;7244588
127793;127793
282138;282138
810314;G06192
214172;GT32
179186;179186
179438;T16
890008;890008
214350;214350
805847;805847UK
806764;806764UK
804661;804661UK
803188;803188UK
820856;820856
800112;800112UK
850006;850006
296794;296794
890913;890913
802127;802127UK
807166;807166UK
812456;812456
179271;179271
807520;807520UK
179308;179308
802345;802345UK
820946;820946
295643;GT387
804962;804962
296385;296385
808162;808162UK
9823;T166
179496;T020
812196;812196
298627;298627
127758;127758
T085;GT085
802067;802067UK
BLG0006;GT100
298607;298607
820959;191517
802358;802358UK
821047;821047
226348;226348
801057;66S6911-1
296539;296539
EGG0097;140350
890186;890186
214045;214045
298601;298601
800667;800667UK
282321;282321
179253;179253
214079;214079
214016;214016
299373;299373
850142;850142
802359;802359UK
179255;179255
296753;296753
807474;807474UK
214200;214200
809247;809247
804665;804665UK
295697;295697
244857;244857
214320;214320
179249;GT5
214352;GT57
244545;T115
296913;296913
803497;803497UK
802089;802089UK
875057;875057
804607;804607UK
140340;140340
800110;800110UK
803705;803705UK
807377;807377UK
803874;803874UK
127679;127679
803710;803710UK
282484;282484
850141;850141
226089;226089
147806;147806
807519;807519UK
807062;807062UK
298609;298609
237987;237987
282567;282567
804392;804392UK
217745;217745
200801;200801
214190;214190
282326;282326
214260;214260
282348;282348
820876;557054
821647;821647
811661;811661UK
802371;802371UK
808436;260203-3
803883;803883UK
804662;804662UK
179548;179548
298699;298699
803446;803446UK
214361;214361
179495;179495
820908;192208
890209;890209
808523;260008-1
801062;801062UK
298605;298605
803189;803189UK
804177;804177UK
298624;298624
805866;805866UK
806602;806602UK
804664;804664UK
281894;281894
245323;245323
807908;807908UK
822018;7247652
809335;809335
802113;802113UK
802567;802567UK
281926;281926
804758;804758UK
244356;244356
806199;806199UK
812027;52053
298604;298604
803823;803823UK
802747;802747UK
803789;803789
802721;802721UK
298701;298701
850143;850143
803562;803562UK
803947;803947UK
295717;295717
298199;298199
179187;179187
296509;296509
179286;179286
801328;801328UK
807160;807160UK
803945;803945UK
298194;298194
214262;214262
810888;T6FA014
244906;244906
214196;T31
299119;299119
802565;802565UK
179517;179517
807375;807375UK
803801;803801
801482;801482UK
281866;281866
806680;806680UK
805698;805698UK
802123;802123UK
296572;296572
803216;803216UK
179297;570130
179114;179114
808229;808229UK
245345;245345
802066;802066UK
803944;803944UK
809246;809246
802734;802734UK
806592;806592UK
801046;801046UK
298806;298806
875024;875024
802370;802370UK
802409;802409UK
800509;800509UK
807588;807588UK
244840;244840
900190;T652
214398;214398
803633;803633UK
T6209;T6209
226204;GT124
802295;802295UK
800506;800506UK
179516;179516
295291;295291
821696;192313
226173;226173
821762;878125
820150;481408
298703;298703
820276;820276
245346;245346
804014;804014UK
807970;807970UK
802966;802966UK
808778;260304-1
179583;179583
804835;804835UK
802314;802314UK
807116;807116UK
296513;296513
807165;807165UK
805516;805516UK
812869;191117
802108;802108UK
803167;803167UK
127791;127791
298705;298705
804393;804393UK
802601;802601UK
244546;T116
802464;802464UK
179453;179453
147848;147848
214017;214017
806836;806836UK
808180;808180UK
179567;179567
808690;808690
281706;281706
244780;244780
800575;800575UK
806462;806462UK
JBG0001;JBG0001
244544;T114
820877;481393
T169;T169
807109;807109
807206;807206UK
803350;803350UK
822192;7250396
298707;298707
299449;299449
296728;296728
295885;295885
802349;802349UK
805848;805848UK
900257;GT012
803475;803475UK
808829;260255-1 old
299096;299096
296689;296689
281790;281790
812058;557052
296881;296881
807692;807692UK
179239;179239
802354;802354UK
299253;299253
800904;800904UK
298618;298618
9200;T200
890133;890133
890142;890142
802733;17A1421-3
807483;807483UK
890179;890179
296136;260218
803099;803099UK
806835;806835UK
808165;808165UK
807473;807473UK
801815;801815UK
812184;185137
803636;803636UK
807207;807207UK
930067;930067
214055;214055
179403;179403
803946;803946UK
417326;417326
281916;281916
T213;222213
95073;95073
800692;800692UK
298696;298696
297014;297014
296571;296571
801430;801430UK
T046;GT046
804391;804391UK
295917;295917
819723;962221
806713;806713UK
281682;281682
820279;820279
809061;809061
281685;281685
214020;214020
299371;299371
803880;803880UK
807972;807972UK
179389;179389
802158;802158UK
804162;804162UK
T246;T246
802211;802211UK
807371;807371UK
812475;812475
281928;281928
296754;296754
10622;T183
214408;214408
890177;890177
807138;807138UK
802046;802046UK
812088;185219
801431;801431UK
T144;T144
147808;147808
807694;807694UK
806414;806414UK
807276;807276UK
807907;807907UK
806697;806697UK
821155;7232280
850134;850134
803143;803143UK
95003;95003
806683;806683UK
800698;800698UK
127776;127776
803191;803191UK
802582;802582UK
801058;66S6912-1
822190;7250395
179439;T17
807994;807994UK
179440;T18
822233;481740
127798;127798
800737;800737UK
810284;810284
805661;805661UK
296709;296709
807245;807245UK
805967;805967UK
800508;800508UK
802912;802912UK
295359;295359
281867;281867
806032;806032UK
807128;807128UK
298673;298673
245325;245325
804052;804052UK
890193;890193
804635;804635UK
821767;821767
812718;191498
807928;807928UK
802736;802736UK
808013;808013UK
244415;244415
803802;803802
875054;875054
803873;803873UK
807971;807971UK
179254;179254
296538;296538
808049;808049UK
807677;807677UK
179252;179252
807205;807205UK
800691;800691UK
809058;260226-1
805658;805658UK
807610;807610UK
820557;820557
802844;802844UK
803237;803237UK
808000;808000UK
810763;GT120
806086;806086UK
803320;803320UK
820949;7232276
295352;295352
803140;803140UK
299333;299333
802460;802460UK
808309;808309UK
147807;147807
800293;800293UK
298622;298622
298628;298628
807179;807179UK
805704;805704UK
296767;296767
802015;802015UK
808283;808283UK
214019;214019
805601;805601UK
806660;806660UK
244397;
214054;214054
298706;298706
808350;808350UK
801982;801982UK
803875;803875UK
296710;296710
802079;17A4036-1
807479;807479UK
T669;T669
298720;298720
803580;803580UK
296755;296755
295716;295716
807995;807995UK
803568;803568UK
295555;295555
808051;808051UK
805772;805772UK
807538;807538UK
898782;898782
820849;192233
802116;802116UK
147823;147823
810596;810596
804297;804297UK
821248;821248
808027;808027UK
802210;802210UK
225917;225917
298595;298595
803144;803144UK
803438;803438UK
245204;964121
808071;808071
805659;805659UK
802146;802146UK
217755;217755
808481;260381
850059;850059
807499;807499UK
147731;147731
804660;804660UK
214434;214434
214314;214314
179558;T14
803948;803948UK
807046;807046UK
804314;804314UK
900045;200607
802751;802751UK
806780;806780UK
803590;803590UK
810188;481699
806787;806787UK
840344;191618
802282;802282UK
801678;801678UK
298805;298805
808163;808163UK
812959;812959
T672;T672
803828;803828UK
803403;803403UK
806712;806712UK
822010;557061
803391;803391UK
298674;298674
806695;806695UK
127630;127630
810559;810559
810272;T6FA05
900230;T936
803829;803829UK
801690;801690UK
T673;T673
809249;809249
281938;281938
299097;299097
298672;298672
214081;214081
807306;807306UK
805770;805770UK
298832;298832
803225;803225UK
807494;807494UK
803588;803588UK
803895;803895UK
298623;298623
803109;803109UK
803221;803221UK
802461;802461UK
299334;299334
800510;800510UK
EGG0018;572330
800034;800034UK
800111;800111UK
282324;282324
803709;803709UK
299372;299372
803589;803589UK
T081;GT081
850055;850055
EGG0238;X140580
803807;803807UK
804280;804280UK
296107;296107
800030;800030UK
226168;226168
298698;298698
295306;295306
810252;810252
807162;807162UK
806401;806401UK
804025;804025UK
807965;807965UK
298625;298625
296515;296515
802403;802403UK
850075;850075
THM0006;GT082
296792;296792
890106;890106
802055;802055UK
984001;T193
179549;179549
819814;GTG 38
226326;226326
179524;179524
812656;812656
804849;37A7713-1
802542;802542UK
810377;296914
807058;807058UK
820981;7232271
850081;850081
179372;179372
850073;850073
803916;803916UK
803917;803917UK
127726;127726
800028;800028UK
803561;803561UK
812349;53749
802031;802031UK
295392;295392
802877;802877UK
801966;801966UK
804584;804584UK
808186;808186UK
803788;803788
804104;804104UK
417127;417127
821310;821310
298923;298923
808603;260282
214095;214095
890068;890068
802544;802544UK
808403;260166-2
803238;803238UK
810183;481553
822188;7250390
807029;807029UK
807351;807351UK
811847;811847UK
803447;803447UK
179287;179287
806410;806410UK
244855;244855
807127;807127UK
807996;807996UK
298700;298700
807926;807926UK
807290;807290UK
809248;809248
802605;802605UK
807905;807905UK
812435;812435
226195;961501
800700;800700UK
804861;804861UK
T653;T653
802339;17A1602-1
807500;807500UK
10854;10854
803463;803463UK
802069;802069UK
820160;820160
806779;806779UK
T052;GT052
803882;803882UK
214331;214331
801777;801777UK
807286;807286UK
97632;97632
811849;811849UK
G08915;G08915
805662;805662UK
127743;127743
EGG0163;EGG0163
806409;806409UK
179518;179518
295715;295715
THM0022;THM0022
850082;850082
THM0025;XTHM0025
803098;803098UK
806030;806030UK
802207;802207UK
802407;802407UK
97638;97638
807523;807523UK
282325;282325
803496;803496UK
808003;808003UK
806837;806837UK
804666;804666UK
804281;804281UK
808017;808017UK
297211;297211
807574;807574UK
298249;298249
802456;802456UK
299056;299056
810305;810305
899003;899003
179251;GT6
809245;809245
295718;295718
244547;244547
801318;801318UK
295209;295209
804949;804949
808771;808771
802732;17A1421-1
244803;560510
806786;806786UK
812342;109173
800031;800031UK
281657;281657
821131;7232269
802114;802114UK
803319;803319UK
803943;803943UK
803494;803494UK
812438;481559
803402;803402UK
804296;804296UK
807163;807163UK
802360;802360UK
225943;225943
802994;802994UK
805961;805961UK
802258;802258UK
T041;GT041
803280;803280UK
802384;802384UK
802965;802965UK
800029;800029UK
801317;801317UK
810031;307959
805705;805705UK
803439;803439UK
802826;802826UK
808311;808311UK
803197;803197UK
808437;260340
803941;803941UK
802119;802119UK
EGG0148;T720
807467;807467UK
805773;805773UK
809042;809042
801814;801814UK
179448;179448
807834;807834UK
802797;802797UK
807115;807115UK
804745;804745UK
T223;T223
807255;807255UK
804209;804209UK
T092;GT092
800668;800668UK
214290;214290
807676;807676UK
T118;T118
802550;802550UK
890180;890180
214433;214433
807472;807472UK
EGG0287;XEGG0287
802373;802373UK
800905;800905UK
298420;298420
802757;802757UK
807168;807168UK
802214;802214UK
801460;801460UK
807268;807268UK
805036;805036
179441;T13
802215;802215UK
298620;298620
803841;803841UK
803386;803386UK
803704;803704UK
807835;807835UK
812026;48263
299403;299403
820706;191415
803881;803881UK
806220;806220UK
800109;800109UK
T647;T647
802351;802351UK
807365;807365UK
803495;803495UK
807929;807929UK
802115;802115UK
812648;812648
800479;800479UK
804663;804663UK
802404;802404UK
808402;260166-1
802344;802344UK
802124;802124UK
900258;GT013
179519;179519
821910;191381
900075;900075
804286;804286UK
802760;802760UK
802212;802212UK
802794;802794UK
800328;800328UK
820705;191511
802876;802876UK
802398;802398UK
807126;807126UK
802043;802043UK
802408;802408UK
800572;800572UK
806413;806413UK
820565;7232281
127690;127690
820891;191700
802040;802040UK
297642;297642
806031;806031UK
803914;803914UK
214050;214050
807244;807244UK
226223;226223
802014;802014UK
801399;801399UK
802375;802375UK
805515;805515UK
802145;802145UK
127629;127629
812773;481767
807269;807269UK
THM0024;XTHM0024
807112;807112UK
807587;807587UK
812246;185117
821299;191523
807690;807690UK
803578;803578UK
850169;850169
804105;804105UK
802120;802120UK
802217;802217UK
821708;335101
808308;808308UK
179481;179481
805120;805120UK
807270;807270UK
803830;803830UK
850072;850072
808187;808187UK
819815;GTG 45
127713;127713
802543;802543UK
821180;557135
812178;185176
295908;295908
147780;147780
808800;481654
803913;803913UK
802547;802547UK
820466;191613
802399;802399UK
800032;800032UK
179447;179447
802795;802795UK
803166;803166UK
EGG0217;140520
805138;805138UK
805971;805971UK
807125;807125UK
821303;192481
812052;191405
802564;802564UK
803635;803635UK
299094;299094
890230;890230
806696;806696UK
803565;803565UK
820491;191536
807413;807413UK
805122;805122UK
821064;192426
809362;260122-1
298724;298724
812516;138174
295363;295363
800113;800113UK
803587;803587UK
807041;807041UK
225981;225981
95075;95075
179437;T15
802313;802313UK
807164;807164UK
802472;802472UK
801983;801983UK
179109;179109
802709;802709UK
820950;191285
800400;800400UK
850238;850238
245135;245135
179331;179331
812231;481514
808192;808192UK
804594;804594UK
801776;801776UK
890273;890273
298801;298801
214174;GT46
802444;802444UK
295650;295650
807167;807167UK
803982;803982UK
812185;185192
802746;802746UK
299481;299481
804043;804043UK
802372;802372UK
812514;192192
805769;805769UK
821749;878149
805499;805499UK
808072;808072UK
802003;802003UK
800026;800026UK
802392;802392UK
805660;805660UK
807674;807674UK
812753;325432
417128;417128
809600;809600
802068;802068UK
810555;810555
296997;296997
299482;299482
298856;298856
808197;808197UK
800033;800033UK
890310;890310
802118;802118UK
802980;802980UK
809601;809601
299434;299434
97634;97634
820329;7218928
804026;804026UK
802338;17A1603-1
809041;809041
821792;7240090
822046;7251652
890001;890001
802393;802393UK
802087;802087UK
805657;805657UK
802974;802974UK
807059;807059UK
803949;803949UK
807682;807682UK
803474;803474UK
299210;299210
295652;295652
803448;803448UK
960911;960911
800574;800574UK
890261;890261
820989;191443
179329;179329
899000;899000
803314;803314UK
807292;807292UK
806868;806868UK
821756;7244589
812917;751073
298780;298780
802216;802216UK
807267;807267UK
807611;807611UK
803832;803832UK
800906;800906UK
807161;807161UK
812916;751071
298722;298722
812852;243242
214177;GT47
127685;127685
890183;890183
802218;802218UK
298729;298729
801327;801327UK
808604;260520
297015;297015
802726;802726UK
179248;GT7
296624;296624
822602;192336
803139;803139UK
295277;295277
282509;282509
812101;191192
850060;850060
298691;298691
821075;191701
298626;298626
810552;141290
802350;802350UK
800478;800478UK
800027;800027UK
801846;801846UK
890217;890217
812515;148337
820480;7221506
417126;417126
238046;238046
900231;T938
808185;808185UK
807672;807672UK
801458;801458UK
820915;191439
821752;7244585
295248;295248
805675;805675UK
801967;801967UK
812463;751047
298804;298804
299254;299254
802117;802117UK
818898;960651
816162;17A2096
803579;803579UK
822197;822197
850160;850160
802846;802846UK
803840;803840UK
808646;808646
820523;7221501
807042;807042UK
803428;803428UK
226331;226331
900576;239
805962;805962UK
297417;297417
802845;802845UK
807484;807484UK
801061;801061UK
802750;802750UK
298803;298803
808441;260186-1
805674;805674UK
298727;298727
802142;802142UK
805121;805121UK
821317;7238233
803187;803187UK
299321;G08811
803591;803591UK
822186;7250389
803703;803703UK
820330;7221395
810565;810565
214133;GT42
802744;802744UK
179390;179390
812097;191262
801060;801060UK
299435;299435
804294;804294UK
295222;295222
812286;190202
G08914;G08914
811474;T149
214184;214184
807295;807295UK
811640;811640UK
803791;803791
807927;807927UK
800302;800302UK
298694;298694
282559;282559
890282;890282
EGG0095;140490
801483;801483UK
802219;802219UK
812095;191402
820177;820177
804813;804813UK
807969;807969UK
802745;802745UK
807118;807118UK
179245;179245
840352;481541
800043;800043UK
805676;805676UK
822075;7250515
820365;192242
214313;214313
812580;812580
812318;474116
804762;804762UK
298695;298695
819859;K952101
801699;801699UK
299477;299477
802395;802395UK
812283;185202
812160;191139
812301;812301
820707;191651
298353;298353
812870;257186
801316;801316UK
EGG0149;T751
802167;802167UK
802600;802600UK
898786;898786
298829;298829
214178;GT48
298725;298725
